Ensembl	Gene_Name	PROBE_ID	nuID	Average_lumi	p.value	Fold_Change	q.value	DE	Probes_per_gene	Multiple_probes	Biotype	Chr	Gene_start	Gene_Description
ENSMUSG00000029064	Gnb1	ILMN_2733852	NWIKjuWkhfxKEYt4TQ	9.56	4.6546E-09	0.57	2.7869E-07	1	1	2	protein_coding	4	154865479	"guanine nucleotide binding protein (G protein), beta 1 Gene [Source:MGI (curated);Acc:MGI:95781]"
ENSMUSG00000038128	Camk4	ILMN_2708107	fiv3Up7yLtJH0krQkQ	8.89	4.8339E-09	0.69	2.8674E-07	1	1	2	protein_coding	18	33098521	calcium/calmodulin-dependent protein kinase IV Gene [Source:MGI Symbol;Acc:MGI:88258]
ENSMUSG00000027834	Serpini1	ILMN_3161679	Hl0T.RIeI_iI4q5Kig	8.93	5.2612E-09	4.22	3.0935E-07	1	1	2	protein_coding	3	75361469	"serine (or cysteine) peptidase inhibitor, clade I, member 1 Gene [Source:MGI (curated);Acc:MGI:1194506]"
ENSMUSG00000053716	Dusp7	ILMN_2804523	ZUTfF0Sp6.0qPfyoJI	8.99	5.5631E-09	1.73	3.2397E-07	1	1	2	protein_coding	9	106270963	dual specificity phosphatase 7 Gene [Source:MGI Symbol;Acc:MGI:2387100]
ENSMUSG00000024114	Prss41	ILMN_2650180	udDrktKbjeleUee3NE	10.06	5.7339E-09	0.66	3.3081E-07	1	1	2	protein_coding	17	23973752	"protease, serine, 41 Gene [Source:MGI Symbol;Acc:MGI:1918253]"
ENSMUSG00000031389	Arhgap4	ILMN_2677876	Bpc_fRdJXfcrd_orJA	8.89	5.8618E-09	0.58	3.3524E-07	1	2	4	protein_coding	X	71136781	Rho GTPase activating protein 4 Gene [Source:MGI (curated);Acc:MGI:2159577]
ENSMUSG00000046876	Atxn1	ILMN_1254409	iRSCUreKt99JlPiL9U	9.24	6.1908E-09	2.42	3.5093E-07	1	1	2	protein_coding	13	45650262	ataxin 1 Gene [Source:MGI Symbol;Acc:MGI:104783]
ENSMUSG00000050121	Opalin	ILMN_2824889	lNiILeX_oBp_nVi7Xk	8.94	6.3206E-09	1.64	3.5510E-07	1	1	2	protein_coding	19	41137910	oligodendrocytic myelin paranodal and inner loop protein Gene [Source:MGI Symbol;Acc:MGI:2657025]
ENSMUSG00000034663	Bmp2k	ILMN_2842060	iV6nu7XqS8oDR_ndI4	9.01	6.7704E-09	0.74	3.7702E-07	1	2	1	protein_coding	5	97426708	BMP2 inducible kinase Gene [Source:MGI (curated);Acc:MGI:2155456]
ENSMUSG00000030201	Lrp6	ILMN_2712949	fl.q8HBP4qWELYgVOA	8.89	7.3836E-09	0.48	4.0738E-07	1	1	2	protein_coding	6	134396494	low density lipoprotein receptor-related protein 6 Gene [Source:MGI (curated);Acc:MGI:1298218]
ENSMUSG00000030725	Lipt2	ILMN_3145474	c1wuo9cje7k7Sl5wgk	8.89	7.6277E-09	1.24	4.1752E-07	1	2	4	protein_coding	7	107307787	lipoyl(octanoyl) transferase 2 (putative) Gene [Source:MGI (curated);Acc:MGI:1914414]
ENSMUSG00000037692	Ahdc1	ILMN_2689187	93XUZIJYK4lf3kQBSQ	8.89	8.3156E-09	0.68	4.5136E-07	1	1	2	protein_coding	4	132567175	"AT hook, DNA binding motif, containing 1 Gene [Source:MGI (curated);Acc:MGI:2444218]"
ENSMUSG00000071178	Serpina1b	ILMN_1215859	HeiHMH4IR04tR6k0Vo	8.93	8.7555E-09	0.61	4.7116E-07	1	2	1	protein_coding	12	104966368	"serine (or cysteine) preptidase inhibitor, clade A, member 1B Gene [Source:MGI Symbol;Acc:MGI:891970]"
ENSMUSG00000052560	Cpne8	ILMN_3072337	WIEkRLPF20iV1HSV54	10.09	9.4519E-09	1.41	5.0397E-07	1	2	4	protein_coding	15	90317913	copine VIII Gene [Source:MGI (curated);Acc:MGI:1914121]
ENSMUSG00000044783	Hjurp	ILMN_3011719	KUqSesW6AuXquv_QMA	8.94	1.0365E-08	2.22	5.4997E-07	1	1	2	protein_coding	1	90159046	Holliday junction recognition protein Gene [Source:MGI (curated);Acc:MGI:2685821]
ENSMUSG00000029434	Vps33a	ILMN_2865558	WTzle47C1Xy50CeX_0	8.99	1.0686E-08	0.62	5.6112E-07	1	2	4	protein_coding	5	123979112	vacuolar protein sorting 33A (yeast) Gene [Source:MGI Symbol;Acc:MGI:1924823]
ENSMUSG00000024878	Cbwd1	ILMN_2709864	316NRxZ77j_osxswyw	9.26	1.1085E-08	1.37	5.7729E-07	1	1	2	protein_coding	19	24994923	COBW domain containing 1 Gene [Source:MGI Symbol;Acc:MGI:2385089]
ENSMUSG00000079840	Zfp131	ILMN_2438212	Bc1LpxA77VRBIBrrpI	8.89	1.1341E-08	1.58	5.8287E-07	1	2	1	protein_coding	NT_110857	31982	zinc finger protein 131 Gene [Source:MGI Symbol;Acc:MGI:1919715]
ENSMUSG00000074635	3110070M22Rik	ILMN_2696066	BinB.LisvqGNMjoelQ	8.89	1.1734E-08	1.37	5.9860E-07	1	1	2	protein_coding	13	120276659	RIKEN cDNA 3110070M22 gene Gene [Source:MGI Symbol;Acc:MGI:1914554]
ENSMUSG00000026956	Uap1l1	ILMN_2467800	c4JC7nL53gI_oXfo1U	8.89	1.1825E-08	1.49	5.9884E-07	1	1	2	protein_coding	2	25215409	UDP-N-acteylglucosamine pyrophosphorylase 1-like 1 Gene [Source:MGI (curated);Acc:MGI:2443318]
ENSMUSG00000033177	Tmprss7	ILMN_1229433	ftxEKu0J.vV6PTCztU	8.93	1.2006E-08	0.67	6.0412E-07	1	1	2	protein_coding	16	45656430	transmembrane serine protease 7 Gene [Source:MGI Symbol;Acc:MGI:2686594]
ENSMUSG00000032396	Dis3l	ILMN_1227726	ioojCoXJ33o7d4S_5A	9.24	1.2065E-08	0.70	6.0432E-07	1	1	2	protein_coding	9	64154564	DIS3 mitotic control homolog (S. cerevisiae)-like Gene [Source:MGI (curated);Acc:MGI:2143272]
ENSMUSG00000031613	Hpgd	ILMN_2649199	u8Dj0fbu.kfQCagnX8	10.06	1.2500E-08	1.53	6.1454E-07	1	1	2	protein_coding	8	58773382	hydroxyprostaglandin dehydrogenase 15 (NAD) Gene [Source:MGI Symbol;Acc:MGI:108085]
ENSMUSG00000022680	Pdxdc1	ILMN_2727980	HReUfgEed06d4Jw244	8.93	1.2506E-08	0.68	6.1454E-07	1	3	5	protein_coding	16	13833241	pyridoxal-dependent decarboxylase domain containing 1 Gene [Source:MGI (curated);Acc:MGI:1920909]
ENSMUSG00000044501	Zfp758	ILMN_2786125	rjnfzXMjOXHjCS.nUI	9.09	1.3195E-08	1.59	6.4393E-07	1	1	2	protein_coding	17	22498420	zinc finger protein 758 Gene [Source:MGI (curated);Acc:MGI:2385044]
ENSMUSG00000018293	Pfn1	ILMN_2863965	KV9.UxERMU8..qU8VQ	8.94	1.3778E-08	0.66	6.6802E-07	1	1	2	protein_coding	11	70465352	profilin 1 Gene [Source:MGI (curated);Acc:MGI:97549]
ENSMUSG00000070583	Fv1	ILMN_1220594	ZezAoTBLqibp50vk40	8.99	1.4271E-08	0.70	6.8650E-07	1	3	1	protein_coding	4	147243088	Friend virus susceptibility 1 Gene [Source:MGI Symbol;Acc:MGI:95595]
ENSMUSG00000016637	Ift27	ILMN_2679711	WM9TFeu4qxLoe14Knk	8.99	1.4450E-08	1.58	6.8650E-07	1	2	4	protein_coding	15	77989895	intraflagellar transport 27 homolog (Chlamydomonas) Gene [Source:MGI Symbol;Acc:MGI:1914292]
ENSMUSG00000026035	Ppil3	ILMN_1220440	98FL3X3Xrv5KDqdTso	8.89	1.4884E-08	0.61	7.0500E-07	1	1	2	protein_coding	1	58487838	peptidylprolyl isomerase (cyclophilin)-like 3 Gene [Source:MGI (curated);Acc:MGI:1917475]
ENSMUSG00000081534	Slc48a1	ILMN_2912471	Q1HhjtUUE1KKb3VCh8	9.09	1.6196E-08	1.56	7.6079E-07	1	1	2	protein_coding	15	97614786	"solute carrier family 48 (heme transporter), member 1 Gene [Source:MGI (curated);Acc:MGI:1914989]"
ENSMUSG00000069996	AC113182.1	ILMN_2862111	Hqh.kuH0_LvdAIkevU	8.93	1.7031E-08	0.63	7.9244E-07	1	1	2	pseudogene	8	74828808	N/A
ENSMUSG00000032565	Nudt16	ILMN_2629030	fteMXt9ebvTf4nVPt0	8.93	2.0421E-08	0.74	9.4394E-07	1	1	2	protein_coding	9	105031668	nudix (nucleoside diphosphate linked moiety X)-type motif 16 Gene [Source:MGI Symbol;Acc:MGI:1922936]
ENSMUSG00000064168	Hist1h2bh	ILMN_2716195	fC1nXlWCCp1CCleFCk	8.89	2.0736E-08	1.66	9.5083E-07	1	1	2	protein_coding	13	23634563	"histone cluster 1, H2bh Gene [Source:MGI (curated);Acc:MGI:2448387]"
ENSMUSG00000005628	Tmod4	ILMN_2519313	96hkSNdN3d1.XsDANU	8.89	2.8176E-08	0.56	1.2859E-06	1	2	1	protein_coding	3	94928398	tropomodulin 4 Gene [Source:MGI (curated);Acc:MGI:1355285]
ENSMUSG00000038007	Acer2	ILMN_2629112	KprOxXp4LDPBTJ3qKM	8.94	2.8919E-08	0.58	1.3084E-06	1	1	2	protein_coding	4	86520300	alkaline ceramidase 2 Gene [Source:MGI (curated);Acc:MGI:1920932]
ENSMUSG00000059498	Fcgr3	ILMN_2687403	ZURJfX_AkHxCSlqO.o	8.99	3.1695E-08	0.62	1.4249E-06	1	1	2	protein_coding	1	172981301	"Fc receptor, IgG, low affinity III Gene [Source:MGI Symbol;Acc:MGI:95500]"
ENSMUSG00000090161	CT030194.2	ILMN_2865882	HmnF3OdWru8ooqDSIE	8.93	3.4570E-08	1.30	1.5226E-06	1	1	2	protein_coding	13	67773849	"MCG142764, isoform CRA_bPutative uncharacterized protein ; [Source:UniProtKB/TrEMBL;Acc:Q8BPD8]"
ENSMUSG00000026313	Hdac4	ILMN_1219682	E7pI0ToEShJmQRGpEQ	8.89	3.4183E-08	1.61	1.5226E-06	1	1	2	protein_coding	1	93829334	histone deacetylase 4 Gene [Source:MGI Symbol;Acc:MGI:3036234]
ENSMUSG00000052727	Mtap1b	ILMN_2750248	ZulHQUDW_Rf2yffw98	8.99	3.4530E-08	0.58	1.5226E-06	1	4	4	protein_coding	13	100194396	microtubule-associated protein 1B Gene [Source:MGI Symbol;Acc:MGI:1306778]
ENSMUSG00000035299	Mid1	ILMN_3159435	3KRL.9Eb5H733ul4VU	9.26	3.6809E-08	1.48	1.6082E-06	1	1	2	protein_coding	X	166123131	midline 1 Gene [Source:MGI (curated);Acc:MGI:1100537]
ENSMUSG00000040209	Zfp704	ILMN_1228629	Q6SSfST9ekt1VLR.R4	9.09	3.7651E-08	0.61	1.6362E-06	1	2	1	protein_coding	3	9429938	zinc finger protein 704 Gene [Source:MGI Symbol;Acc:MGI:2180715]
ENSMUSG00000053754	Chd8	ILMN_2703082	uUhl1PBRIc7JnpXJd4	10.06	3.9107E-08	0.72	1.6853E-06	1	1	2	protein_coding	14	52817826	chromodomain helicase DNA binding protein 8 Gene [Source:MGI (curated);Acc:MGI:1915022]
ENSMUSG00000032517	Mobp	ILMN_1223628	3ZVDn_XDsDVGmlUePw	9.19	4.1354E-08	1.82	1.7723E-06	1	3	1	protein_coding	9	120058860	myelin-associated oligodendrocytic basic protein Gene [Source:MGI Symbol;Acc:MGI:108511]
ENSMUSG00000027955	Fam198b	ILMN_1235811	ZteIg.lKU0fNffMaBc	8.99	4.1976E-08	0.70	1.7858E-06	1	1	2	protein_coding	3	79688455	"family with sequence similarity 198, member B Gene [Source:MGI Symbol;Acc:MGI:1915909]"
ENSMUSG00000034544	Rsrc1	ILMN_2630512	BpU7r7w7gRpzksqP2g	8.89	4.3151E-08	0.76	1.8245E-06	1	2	4	protein_coding	3	66785312	arginine/serine-rich coiled-coil 1 Gene [Source:MGI (curated);Acc:MGI:1914130]
ENSMUSG00000036181	Hist1h1c	ILMN_2855315	fa.v5RJjovur4Hm0QU	8.89	4.5997E-08	1.72	1.9298E-06	1	1	2	protein_coding	13	23830676	"histone cluster 1, H1c Gene [Source:MGI (curated);Acc:MGI:1931526]"
ENSMUSG00000026311	Asb1	ILMN_3097950	HjuiNAoS7_ovr3VCJY	8.93	4.9229E-08	1.40	2.0504E-06	1	2	4	protein_coding	1	93437121	ankyrin repeat and SOCS box-containing 1 Gene [Source:MGI Symbol;Acc:MGI:1929735]
ENSMUSG00000070583	Fv1	ILMN_2736941	63AgZFSShAkjlXSNS0	9.19	5.5388E-08	0.79	2.2936E-06	1	3	1	protein_coding	4	147243088	Friend virus susceptibility 1 Gene [Source:MGI Symbol;Acc:MGI:95595]
ENSMUSG00000068663	Clec16a	ILMN_2877464	N6N33C9ClJSpxE64hU	8.94	5.6788E-08	0.87	2.3362E-06	1	1	2	protein_coding	16	10545457	"C-type lectin domain family 16, member A Gene [Source:MGI (curated);Acc:MGI:1921624]"
ENSMUSG00000062169	Cnih4	ILMN_2788629	BeCeiCWr4JQnMcRHkQ	8.89	5.8938E-08	0.63	2.4068E-06	1	1	2	protein_coding	1	183081062	cornichon homolog 4 (Drosophila) Gene [Source:MGI (curated);Acc:MGI:1925828]
ENSMUSG00000028840	Zfp593	ILMN_2703621	QlH4U_K97A9BxfrqKs	9.09	5.9963E-08	1.32	2.4360E-06	1	1	2	protein_coding	4	133799204	zinc finger protein 593 Gene [Source:MGI (curated);Acc:MGI:1915290]
ENSMUSG00000059897	D10627	ILMN_2912111	xOw0u6wJf9oFSS3UDk	8.99	6.2386E-08	1.53	2.5172E-06	1	1	2	protein_coding	8	71750242	"cDNA sequence D10627 (D10627), mRNA [Source:RefSeq DNA;Acc:NM_001013379]"
ENSMUSG00000012483	Rpa3	ILMN_1239806	rLRJQphbne5N8xXvwo	9.09	6.5002E-08	0.56	2.6054E-06	1	1	2	protein_coding	6	8205936	replication protein A3 Gene [Source:MGI (curated);Acc:MGI:1915490]
ENSMUSG00000070583	Fv1	ILMN_1237595	BXezAoTBLqibp50vk4	8.89	6.6244E-08	0.71	2.6367E-06	1	3	1	protein_coding	4	147243088	Friend virus susceptibility 1 Gene [Source:MGI Symbol;Acc:MGI:95595]
ENSMUSG00000021420	Fars2	ILMN_3139479	0ei7eV0fhI6tx.KG0Y	9.26	7.3856E-08	0.77	2.9066E-06	1	1	2	protein_coding	13	36209280	phenylalanine-tRNA synthetase 2 (mitochondrial) Gene [Source:MGI Symbol;Acc:MGI:1917205]
ENSMUSG00000047246	Hist1h2be	ILMN_2676243	0h7ee5HpO7F1CXnnsc	9.26	7.3492E-08	1.63	2.9066E-06	1	1	2	protein_coding	13	23675611	"histone cluster 1, H2be Gene [Source:MGI (curated);Acc:MGI:2448380]"
ENSMUSG00000037196	Pacrg	ILMN_2625279	fX67RJbe1cC1yTdPH4	8.93	8.2523E-08	0.64	3.2246E-06	1	1	2	protein_coding	17	10595878	PARK2 co-regulated Gene [Source:MGI (curated);Acc:MGI:1916560]
ENSMUSG00000032024	9030425E11Rik	ILMN_2724194	uCiwHlPKiyuuJAEKro	10.06	8.5819E-08	1.52	3.2923E-06	1	1	2	protein_coding	9	40494045	RIKEN cDNA 9030425E11 gene Gene [Source:MGI Symbol;Acc:MGI:1918816]
ENSMUSG00000060981	Hist1h4h	ILMN_2664129	Z.fSQsRTt626QqawK0	8.99	8.5799E-08	1.39	3.2923E-06	1	1	2	protein_coding	13	23622919	"histone cluster 1, H4h Gene [Source:MGI (curated);Acc:MGI:2448427]"
ENSMUSG00000048330	Ric3	ILMN_3128535	x4Wj9VilafgEFEIipw	8.99	8.5099E-08	1.53	3.2923E-06	1	4	5	protein_coding	7	116177826	resistance to inhibitors of cholinesterase 3 homolog (C. elegans) Gene [Source:MGI (curated);Acc:MGI:2443887]
ENSMUSG00000056054	S100a8	ILMN_2710905	lW3geiCl_JBdPjtxRA	8.94	8.6952E-08	0.75	3.3181E-06	1	1	2	protein_coding	3	90472993	S100 calcium binding protein A8 (calgranulin A) Gene [Source:MGI Symbol;Acc:MGI:88244]
ENSMUSG00000033910	Gucy1a3	ILMN_1241211	xveQgdUl3YdxPQ8j9c	8.99	8.9406E-08	1.43	3.3891E-06	1	3	4	protein_coding	3	81896350	"guanylate cyclase 1, soluble, alpha 3 Gene [Source:MGI Symbol;Acc:MGI:1926562]"
ENSMUSG00000037536	Fbxo34	ILMN_2876325	oXU0KE9IrRSkt1EKo0	9.09	9.6454E-08	0.72	3.6363E-06	1	1	2	protein_coding	14	48092250	F-box protein 34 Gene [Source:MGI Symbol;Acc:MGI:1926188]
ENSMUSG00000028919	Arhgef19	ILMN_1212875	lXnH_11CyQLtI1CSn4	8.94	1.0033E-07	1.46	3.7458E-06	1	1	2	protein_coding	4	140795490	Rho guanine nucleotide exchange factor (GEF) 19 Gene [Source:MGI (curated);Acc:MGI:1925912]
ENSMUSG00000022724	Mina	ILMN_2884968	NXpHt3etot.DULHcuU	9.56	1.0964E-07	1.30	4.0960E-06	1	1	2	protein_coding	16	59471601	myc induced nuclear antigen Gene [Source:MGI (curated);Acc:MGI:1914264]
ENSMUSG00000004233	Wars2	ILMN_1213053	rKUPl78ne63cXXJDn0	9.09	1.1381E-07	0.61	4.2200E-06	1	1	2	protein_coding	3	98944991	tryptophanyl tRNA synthetase 2 (mitochondrial) Gene [Source:MGI (curated);Acc:MGI:1917810]
ENSMUSG00000019432	Bat1a	ILMN_2670895	ohFhl3lRXNzn3d5tFE	9.56	1.2520E-07	0.59	4.6001E-06	1	3	4	protein_coding	17	35378759	HLA-B-associated transcript 1A Gene [Source:MGI Symbol;Acc:MGI:99240]
ENSMUSG00000074220	Zfp382	ILMN_2987207	0VS7qAl9LKA2BdPZRQ	9.26	1.3154E-07	0.70	4.8295E-06	1	1	2	protein_coding	7	30906961	zinc finger protein 382 Gene [Source:MGI (curated);Acc:MGI:3588204]
ENSMUSG00000052632	Asap2	ILMN_3046047	olWu_SY5aFI3W7aD24	9.56	1.4525E-07	0.70	5.2441E-06	1	2	4	protein_coding	12	21117805	"ArfGAP with SH3 domain, ankyrin repeat and PH domain 2 Gene [Source:MGI Symbol;Acc:MGI:2685438]"
ENSMUSG00000029461	Fam168a	ILMN_2623112	NqvO4USekK4RsnpKDE	9.56	1.4490E-07	1.69	5.2441E-06	1	1	2	protein_coding	7	107855165	"family with sequence similarity 168, member A Gene [Source:MGI Symbol;Acc:MGI:2442372]"
ENSMUSG00000029233	Srd5a3	ILMN_2883138	fau3UB5.elkcFLMBJ4	8.89	1.6496E-07	1.57	5.9333E-06	1	3	1	protein_coding	5	76569296	steroid 5 alpha-reductase 3 Gene [Source:MGI (curated);Acc:MGI:1930252]
ENSMUSG00000027770	Dhx36	ILMN_2665870	cpAOUJXq84fn.u7C8g	8.89	1.7021E-07	0.76	6.0784E-06	1	1	2	protein_coding	3	62273961	DEAH (Asp-Glu-Ala-His) box polypeptide 36 Gene [Source:MGI (curated);Acc:MGI:1919412]
ENSMUSG00000071516	Hist1h2ai	ILMN_2951691	9xdure.ihFBe5lNRlA	8.89	1.7585E-07	1.43	6.2574E-06	1	1	2	protein_coding	13	21808281	"histone cluster 1, H2ai Gene [Source:MGI (curated);Acc:MGI:2448457]"
ENSMUSG00000030058	Copg	ILMN_1233848	QVJP6iASijp5S.gXl4	9.09	2.0399E-07	0.79	7.2121E-06	1	4	4	protein_coding	6	87837808	"coatomer protein complex, subunit gamma Gene [Source:MGI (curated);Acc:MGI:1858696]"
ENSMUSG00000075701	H47	ILMN_1214090	Wqf60k4jMhPlPKUR3I	8.99	2.2553E-07	1.76	7.9453E-06	1	2	1	protein_coding	7	73224535	histocompatibility 47 Gene [Source:MGI (curated);Acc:MGI:95994]
ENSMUSG00000069268	Hist1h2bf	ILMN_2719202	iwtZ1ZVggqdQgpbhQo	9.01	2.3205E-07	1.78	8.0661E-06	1	1	2	protein_coding	13	23665605	"histone cluster 1, H2bf Gene [Source:MGI (curated);Acc:MGI:2448383]"
ENSMUSG00000024515	Smad4	ILMN_2706631	BlNfjR_muH_yI_C6KI	8.89	2.3229E-07	1.41	8.0661E-06	1	1	2	protein_coding	18	73798663	MAD homolog 4 (Drosophila) Gene [Source:MGI (curated);Acc:MGI:894293]
ENSMUSG00000026000	Lancl1	ILMN_2731792	0Wngv19aQ8V1O.o4xQ	9.26	2.3932E-07	1.38	8.2638E-06	1	2	1	protein_coding	1	67047091	LanC (bacterial lantibiotic synthetase component C)-like 1 Gene [Source:MGI (curated);Acc:MGI:1336997]
ENSMUSG00000052921	Arhgef15	ILMN_3094506	WXle7jnomuCkCksgyE	8.99	2.5123E-07	0.63	8.6313E-06	1	1	2	protein_coding	11	68756657	Rho guanine nucleotide exchange factor (GEF) 15 Gene [Source:MGI (curated);Acc:MGI:3045246]
ENSMUSG00000033676	Gabrb3	ILMN_1255861	oDwwVUDVERmkX0LemU	9.56	2.5582E-07	0.54	8.7421E-06	1	2	4	protein_coding	7	64845888	"gamma-aminobutyric acid (GABA) A receptor, subunit beta 3 Gene [Source:MGI (curated);Acc:MGI:95621]"
ENSMUSG00000029816	Gpnmb	ILMN_2648669	QXideEA8w6lan_7OuY	9.09	2.5729E-07	1.38	8.7421E-06	1	1	2	protein_coding	6	48986612	glycoprotein (transmembrane) nmb Gene [Source:MGI Symbol;Acc:MGI:1934765]
ENSMUSG00000040899	Ccr6	ILMN_2888448	ik21.FOwRiJECQT5VA	9.24	2.6974E-07	0.55	9.1349E-06	1	2	1	protein_coding	17	8435391	chemokine (C-C motif) receptor 6 Gene [Source:MGI Symbol;Acc:MGI:1333797]
ENSMUSG00000030560	Ctsc	ILMN_3008859	xnuQkIoXilIfSje7SA	8.99	2.7767E-07	1.43	9.3553E-06	1	2	1	protein_coding	7	95426595	cathepsin C Gene [Source:MGI (curated);Acc:MGI:109553]
ENSMUSG00000064288	Hist1h4k	ILMN_1243654	fZQmUWQLnmYwTUqTRQ	8.93	2.8018E-07	1.31	9.3725E-06	1	1	2	protein_coding	13	21842063	"histone cluster 1, H4k Gene [Source:MGI (curated);Acc:MGI:2448439]"
ENSMUSG00000048376	F2r	ILMN_2740852	Kwfr1rvp43Q8eHV7Vs	8.94	3.0009E-07	0.56	9.9888E-06	1	1	2	protein_coding	13	96371759	coagulation factor II (thrombin) receptor Gene [Source:MGI Symbol;Acc:MGI:101802]
ENSMUSG00000021482	1110018J18Rik	ILMN_2674655	NJe6aktHpUf.j9QohU	8.94	3.3824E-07	0.67	1.1195E-05	1	2	1	protein_coding	13	64393144	RIKEN cDNA 1110018J18 gene Gene [Source:MGI Symbol;Acc:MGI:1913379]
ENSMUSG00000031610	Scrg1	ILMN_2599233	ZjVeQQUeKN5fkd6IE4	8.99	3.4654E-07	0.72	1.1433E-05	1	1	2	protein_coding	8	59934852	scrapie responsive gene 1 Gene [Source:MGI Symbol;Acc:MGI:1328308]
ENSMUSG00000040714	Klc3	ILMN_1233075	WKVdoV4k0kRCN4lZnA	8.99	3.5893E-07	0.69	1.1766E-05	1	1	2	protein_coding	7	19979786	kinesin light chain 3 Gene [Source:MGI (curated);Acc:MGI:1277971]
ENSMUSG00000021591	Glrx	ILMN_2945348	H7UgDVCSe7vjWLyKlI	8.93	3.6133E-07	0.68	1.1771E-05	1	1	2	protein_coding	13	75977316	glutaredoxin Gene [Source:MGI (curated);Acc:MGI:2135625]
ENSMUSG00000024810	Il33	ILMN_1259747	uQyeig7ONAilqBZbso	10.06	3.6784E-07	1.64	1.1937E-05	1	1	2	protein_coding	19	29999604	interleukin 33 Gene [Source:MGI (curated);Acc:MGI:1924375]
ENSMUSG00000034639	Setmar	ILMN_1237671	f7OPSQhdJfn.6ct_Wk	8.89	3.9971E-07	0.78	1.2909E-05	1	1	2	protein_coding	6	108015039	SET domain and mariner transposase fusion gene Gene [Source:MGI (curated);Acc:MGI:1921979]
ENSMUSG00000028124	Gclm	ILMN_1256354	id5JJmdEoFHs9w08J4	9.24	4.1148E-07	1.42	1.3196E-05	1	2	4	protein_coding	3	121948475	"glutamate-cysteine ligase, modifier subunit Gene [Source:MGI (curated);Acc:MGI:104995]"
ENSMUSG00000039988	Ankrd13c	ILMN_3163490	uMnkOT1CoudXkqDmuU	10.06	4.2117E-07	0.72	1.3380E-05	1	1	2	protein_coding	3	157610430	ankyrin repeat domain 13c Gene [Source:MGI Symbol;Acc:MGI:2139746]
ENSMUSG00000044617	Zbtb39	ILMN_1245131	fXlaLJ0Ld94JIgG_e0	8.93	4.1928E-07	0.77	1.3380E-05	1	1	2	protein_coding	10	127176594	zinc finger and BTB domain containing 39 Gene [Source:MGI Symbol;Acc:MGI:2443316]
ENSMUSG00000015484	Fam163a	ILMN_2890145	0RHlfSVE_9CkSvUV_k	9.26	4.3192E-07	1.25	1.3661E-05	1	1	2	protein_coding	1	157923096	"family with sequence similarity 163, member A Gene [Source:MGI Symbol;Acc:MGI:3618859]"
ENSMUSG00000026872	Zeb2	ILMN_1232121	WfUoJ7IioSCqS9JQhI	10.09	4.4679E-07	1.87	1.4065E-05	1	1	2	protein_coding	2	44839154	zinc finger E-box binding homeobox 2 Gene [Source:MGI (curated);Acc:MGI:1344407]
ENSMUSG00000020571	Pdia6	ILMN_2489360	9aAZIX.rCjuve7IAbo	8.89	4.5376E-07	0.70	1.4214E-05	1	1	2	protein_coding	12	17273351	protein disulfide isomerase associated 6 Gene [Source:MGI (curated);Acc:MGI:1919103]
ENSMUSG00000036845	Lin37	ILMN_2761445	uQVEelKU29elSEwpL4	10.06	4.7025E-07	0.57	1.4642E-05	1	1	2	protein_coding	7	31340460	lin-37 homolog (C. elegans) Gene [Source:MGI (curated);Acc:MGI:1922910]
ENSMUSG00000033557	Fam20b	ILMN_1247603	ToLv1Iu5t2rhX57f90	10.13	4.9080E-07	0.53	1.5146E-05	1	1	2	protein_coding	1	158608676	"family with sequence similarity 20, member B Gene [Source:MGI (curated);Acc:MGI:2443990]"
ENSMUSG00000024983	Vti1a	ILMN_2480180	KvfPOSF2vviT_4J6iU	8.94	4.8892E-07	0.77	1.5146E-05	1	2	1	protein_coding	19	55390547	vesicle transport through interaction with t-SNAREs homolog 1A (yeast) Gene [Source:MGI Symbol;Acc:MGI:1855699]
ENSMUSG00000018378	Cuedc1	ILMN_1229454	3ofIH9Innzj6KKpeiU	9.26	5.1989E-07	0.72	1.5885E-05	1	1	2	protein_coding	11	87912648	CUE domain containing 1 Gene [Source:MGI (curated);Acc:MGI:2144281]
ENSMUSG00000073422	H2-Ke6	ILMN_2653265	KunSk54M6CkqufuFcM	8.94	5.2029E-07	0.70	1.5885E-05	1	1	2	protein_coding	17	34162979	H2-K region expressed gene 6 Gene [Source:MGI Symbol;Acc:MGI:95911]
ENSMUSG00000041112	Elmo1	ILMN_1237174	uXet9aRHtceqRh3C0w	10.06	5.3060E-07	0.67	1.6143E-05	1	7	4	protein_coding	13	20182488	"engulfment and cell motility 1, ced-12 homolog (C. elegans) Gene [Source:MGI Symbol;Acc:MGI:2153044]"
ENSMUSG00000005089	Slc1a2	ILMN_3076439	fikyKJ7sRW44ykW57s	8.89	5.4208E-07	0.72	1.6398E-05	1	3	3	protein_coding	2	102498816	"solute carrier family 1 (glial high affinity glutamate transporter), member 2 Gene [Source:MGI (curated);Acc:MGI:101931]"
ENSMUSG00000064179	Tnnt1	ILMN_2460136	igq2L6KWeguIeUoThc	9.24	5.4933E-07	0.59	1.6530E-05	1	1	2	protein_coding	7	4456172	"troponin T1, skeletal, slow Gene [Source:MGI Symbol;Acc:MGI:1333868]"
ENSMUSG00000018909	Arrb1	ILMN_1233970	ZeMUhX8k.ocF3XtVTU	8.99	5.8691E-07	1.25	1.7590E-05	1	2	4	protein_coding	7	106683976	"arrestin, beta 1 Gene [Source:MGI (curated);Acc:MGI:99473]"
